Ag,Al,Au,B,Be,C,Ca,Ce,Co,Cr,Cu,Dy,Er,Fe,Gd,Ge,Hf,Ho,In,La,Li,Lu,Mg,Mn,Mo,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Sc,Si,Sm,Sn,Sr,Ta,Tb,Ti,Tm,V,Y,Yb,Zn,Zr,AR,RS,Va,delta,EN,G,calculate G,K,calculate K,KG,KK
0,2,0,0,27.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,33,149.65,0.025560745,16.03685137,0.219029056,-0.36865,36.7,8.226530939,161,73.3084032,0.581123036,0.004072429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.006776404,9.082553801,0.109375,0.066,36.7,NA,97.2,44.19642857,0.982183887,0.009726549
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,29,146.4,0.006114706,13.70796255,0.116228654,-0.1927,36.6,17.37386399,100.7,99.21457752,0.834679641,0.005182673
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.15,0.017638852,13.82761011,0.184362691,-0.34615,36.5,14.69534838,175,90.1381086,0.616508124,0.005038022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.007733533,9.55777205,0.116659622,0.182,36.5,NA,115.3,44.19642857,0.867055917,0.009189599
0,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,138.4,0.01084889,11.73351346,0.140188307,-0.3581,36.4,45.53997004,117.9,112.6340951,0.610357498,0.006348084
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.4,0.017553272,13.88701239,0.183601612,-0.35015,36.3,14.70575143,121.4,90.00554439,0.611836764,0.005005411
0,10,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,143,0.003098304,12.47515971,0.078496309,-0.2855,36.3,37.23352319,112.3,103.6945158,0.712282897,0.005869748
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.25,0.017604981,13.85137102,0.184060029,-0.34775,36.1,14.69950783,112.3,90.08503608,0.61463503,0.005024934
0,10,0,0,12.5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,140.75,0.008291969,12.18998163,0.12294325,-0.3685,35.9,39.77249508,112,101.3148525,0.60112402,0.006007716
0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,137.5,0.012102576,11.5880263,0.148824596,-0.3675,35.8,44.93617021,108.9,106.4893617,0.59784933,0.006453463
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,20,153.25,0.033338596,17.74578352,0.246167422,-0.3555,35.7,5.902267646,111.4,64.80817875,0.587216533,0.003529253
0,0,0,0,25,0,0,0,0,0,9.3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,142.375,0.017457841,13.30315525,0.183086364,-0.36343,35.7,17.28501865,112.2,93.0961687,0.596357891,0.005312325
0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,25,156,0.023606812,17.90770644,0.207617112,-0.3202,35.5,6.458163198,172.6,68.00174153,0.640878992,0.003493629
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.007733533,9.55777205,0.116659622,0.179,35.5,NA,109.6,43.2854466,0.870910148,0.009185326
0,0,0,0,25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,142.35,0.017464071,13.29721502,0.183151276,-0.3641,35.3,17.04168204,159.4,91.66081049,0.595574712,0.005315307
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,0.008016589,9.484719549,0.118997393,0.1789,35.3,4.7619E-06,111.2,41.74321597,0.871400357,0.009290188
0,16,0,0,0,0,0,0,0,0,18.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.172,0,0,0,0,0,0,0,0,0,0,0,0,4.704,0,0,0,0,0,49.476,145.8824,0.005412658,13.45127592,0.105700905,-0.3404672,35.3,23.09384904,113.3,92.81469437,0.638310706,0.005242331
0,0,0,0,24,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,138.6,0.01169448,11.82891315,0.145206389,-0.3824,35.2,45.56948562,113.6,109.9019621,0.581254199,0.006257771
0,0,0,0,22,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,138.6,0.010812702,11.77927599,0.139725465,-0.3583,35.1,46.25656632,114.9,112.3858896,0.61016322,0.006313147
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.55,0.017500485,13.92265376,0.183137877,-0.35255,35,14.71200034,98.4,89.92619286,0.609052187,0.004986015
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,33,145.45,0.005045544,13.34227593,0.105293528,-0.2077,34.9,21.05263158,122.2,103.4808767,0.81582419,0.005378969
0,9,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.3,0.003042894,12.54933271,0.077742266,-0.2883,34.9,37.34697209,118.6,103.887804,0.708613914,0.005818619
0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,145.9,0.002928788,13.22617838,0.07514133,-0.3684,34.8,36.42508218,117.3,102.2731128,0.60754093,0.005353312
0,0,0,0,21.5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,40,145.325,0.017804284,14.17388954,0.184898801,-0.3496,34.7,13.93938107,109.9,87.41631835,0.612192355,0.004862476
0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,144.22,0.003907686,12.84702584,0.087044441,-0.37184,34.6,36.18758408,113.9,97.35848471,0.602345344,0.0055761
0,0,0,0,27.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,35,150.25,0.025259856,16.18519737,0.216938791,-0.37425,34.5,8.237588455,96.5,73.50176313,0.575178416,0.004017451
0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,140,0.009575362,12.06128629,0.131125427,-0.3558,34.4,44.42476309,111.6,111.4030398,0.61461069,0.00610749
0,10,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,142,0.00739714,12.45871871,0.115930124,-0.3745,34.4,38.89357768,103.2,100.3814055,0.595189354,0.00582153
0,6.72,0,0,0,0,0,0,0,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4.8,0,0,40.32,144.952,0.003930342,13.07362892,0.08999152,-0.279552,34.4,35.62373366,118.4,95.41346244,0.719148422,0.005494687
0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.008453947,10.0329903,0.121212121,0.2092,34.3,NA,116.4,44.04375589,0.832081589,0.008586682
0,8,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.4,0.002970877,12.57058035,0.076847851,-0.2854,34.3,37.59447913,161.2,104.5410697,0.712587378,0.005806542
0,0,0,0,20.5,0,0,0,0,0,12.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,36,144.35,0.016542445,13.81468769,0.17899218,-0.31995,34,14.88369939,112.7,92.59119177,0.650012125,0.005058323
0,14.3,0,0,0,0,0,0,0,0,18.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.141,0,0,0,0,0,0,0,0,0,0,0,0,5.142,0,0,0,0,0,50.563,146.5107,0.005403409,13.62562791,0.105651393,-0.3429626,34,22.43146057,113.4,92.6883097,0.635242598,0.005146045
0,16,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,144.6,0.003646108,12.92985288,0.084086773,-0.3712,33.9,37.23441189,113.1,99.75604582,0.603401776,0.005526044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.25,0.008015438,8.776693576,0.120043125,0.302,33.8,NA,112.3,38.2127124,0.705092382,0.010643328
0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,153.6,0.056767906,14.22887003,0.112892953,-0.3584,33.8,22.01062977,113.8,88.85381907,0.557997992,0.004831572
0,14.7,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53.9,145.21,0.004002791,13.12879214,0.088875792,-0.36248,33.8,35.55022489,201.9,95.31561998,0.613289566,0.005413054
0,6,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,143.8,0.00283567,12.66600099,0.075078551,-0.2853,33.8,37.96250207,110.6,105.4015598,0.712902348,0.005744475
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,145.1,0.003880776,13.07781143,0.086351241,-0.395,33.5,35.39488683,109.1,95.37572254,0.575880688,0.005423849
0,12,0,0,0,0,0,0,0,0,19.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.704,0,0,0,0,0,0,0,0,0,0,0,0,4.928,0,0,0,0,0,51.832,146.8768,0.005107198,13.70223044,0.102656458,-0.3428704,33.4,22.97158003,182.6,93.80295757,0.635721063,0.005105309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,134.3,0.004254472,10.36947582,0.087632369,0.243,33.4,NA,111.4,156.25,0.780193013,0.008216057
0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,22.5,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.125,0.007419609,8.929623689,0.114968586,0.28428,33.3,NA,117.3,41.15397406,0.728082213,0.010339395
0,5,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,143.5,0.002740657,12.5813979,0.073995681,-0.271,33.3,38.49691531,198.7,107.0324646,0.732307917,0.005808897
14.75,0,0,0,0,0,0,0,0,0,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,36,148.6375,0.004353983,14.14311895,0.095490862,-0.214775,33.1,23.30912657,117,101.1182253,0.807111864,0.004944288
0,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,143.9,0.002918946,12.69767872,0.076058803,-0.2939,33,37.57595664,112.8,104.2765502,0.70132511,0.005718585
0,9,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,42.55,144.1625,0.00388485,12.85398473,0.089132445,-0.292095,32.9,36.9584648,123.7,99.25374161,0.702439151,0.005621071
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,134.75,0.003752585,10.44616209,0.082116126,0.2325,32.9,NA,110,156.6384883,0.793930492,0.008114277
0,7,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.95,0.003152535,12.73305828,0.079555157,-0.2895,32.9,37.49590298,174.6,103.122577,0.706866837,0.005698804
0,2,0,0,26.95,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,8.085,0,0,0,0,0,45.815,140.32475,0.017029052,12.70728249,0.180849867,-0.3775385,32.8,20.66544619,172,95.30924295,0.580720702,0.005659397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.2,0.008193724,9.842902999,0.119681625,0.2516,32.8,NA,110.6,44.19642857,0.773786662,0.008890934
0.3,0,0,4,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,74.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,126.4,0.00926269,8.84514888,0.127024051,0.34175,32.4,NA,114.8,49.9410563,0.655059385,0.010591157
0,7,0,0,0,0,0,0,0,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,144.65,0.003631411,12.96259352,0.085965646,-0.2978,32.4,36.94493783,117.1,99.61698868,0.695220287,0.005550712
0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,145.06,0.003597476,13.0484522,0.083352891,-0.3726,32.4,37.03863587,216.7,99.05891399,0.601818994,0.005454307
0,5.5,0,0,0,0,0,0,0,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,143.9,0.002800658,12.68985615,0.074616526,-0.285275,32.4,38.05563641,115.6,105.6189002,0.712982723,0.005729133
0,4,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,144.2,0.002692726,12.76142163,0.07318117,-0.2852,32.4,38.33780161,113.7,106.276333,0.713227756,0.005683519
0,8,0,0,25.3,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,0,0,0,0,43.01,139.3865,0.016358073,12.43017728,0.178364038,-0.372179,32.3,20.92834267,91.6,93.84939274,0.587560536,0.005841957
0,24,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,20,0,0,0,150.6,0.009123119,15.08712173,0.134556801,-0.404,32.2,31.24654658,77.6,64.6711558,0.560208865,0.004426878
0,7,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,144.45,0.00362931,12.90966815,0.086034551,-0.2915,32,37.36526946,107.7,100.6190665,0.703569446,0.005586978
0,10,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,145.9,0.00302414,13.23346687,0.076381472,-0.36764,32,36.62883088,112.1,101.1410751,0.60832624,0.005349574
0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,41,147.6,0.005249551,13.94992802,0.106530266,-0.2561,31.9,19.37208449,118.8,98.40182479,0.749181127,0.00502138
0,0,0,0,26.75,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,35,150.475,0.024871382,16.22612447,0.215217054,-0.371775,31.8,8.230846746,111.4,73.52403297,0.578382543,0.004003913
0,10,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,52.5,147.25,0.004936756,13.79334581,0.10100084,-0.34079,31.8,23.11464961,113.7,94.92915236,0.638500073,0.005058585
0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,145,0.003172382,13.00441335,0.078632788,-0.342,31.7,36.46877884,109.9,100.1359406,0.639186178,0.005498741
0,0,0,0,0,0,0,0,0,0,53.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.546,0,0,2,0,0,37.436,147.5375,0.005547598,13.96011349,0.109568377,-0.248114,31.6,19.95653871,114.2,97.24051349,0.759706203,0.005020249
0,14.4,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52.8,145.92,0.004415476,13.35940913,0.093802886,-0.36896,31.5,35.28571429,104.8,92.80649004,0.60512898,0.005277577
0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,147.35,0.004924891,13.81980849,0.100827287,-0.3439,31.3,22.98347749,101.2,94.37037724,0.634677739,0.005043224
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,145,0.002383795,12.95226291,0.068965517,-0.285,31.3,39.11111111,112.3,108.0701754,0.713909688,0.005564829
0,6.72,0,0,0,0,0,0,0,4,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,40.32,144.752,0.003953275,13.02258851,0.09036464,-0.291552,31.2,38.17263455,114.3,99.5912166,0.70306969,0.005518143
0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,155,0.011842354,16.65159298,0.15095947,-0.428,31.1,30.49257232,112.3,61.67277845,0.532093451,0.003840641
0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,146.3,0.003046662,13.34296185,0.076515345,-0.3787,31.1,36.43698906,,99.67442245,0.595363424,0.00528133
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,79,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,135.15,0.005434555,10.62540043,0.098294365,0.25765,31,NA,172,87.64164306,0.761689531,0.007939514
0,12,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,145.8,0.003306163,13.22654489,0.079797199,-0.3768,30.7,34.92774272,106.5,96.18039577,0.597264508,0.005348294
0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5,0.011428421,16.45362028,0.148268106,-0.423,30.6,30.62559986,69.2,63.05600369,0.537655165,0.003908046
0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,15,0,0,0,155.25,0.012045414,16.75057933,0.152248446,-0.4355,30.4,32.32379234,68.7,59.00397652,0.524297704,0.003806058
0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,147,0.003056192,13.53366699,0.076360355,-0.3985,30.3,35.73481662,,96.81350698,0.572900409,0.005165631
0,12,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,61,147.1,0.003966482,13.64796861,0.088659794,-0.3881,30.2,28.20761197,109.7,92.92301898,0.583547154,0.00511009
0,10,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,145,0.003053192,12.99530273,0.077105792,-0.34179,30.2,37.42339404,104.1,103.4607759,0.639593896,0.005504333
0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,57,148.15,0.004813442,14.03150994,0.099278272,-0.3671,30.1,22.62682903,99.8,92.34574923,0.606850966,0.004923958
0,7.9,0,0,0,0,0,0,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,61,146.61,0.002880258,13.41586669,0.074440056,-0.36813,30.1,36.08224082,99.2,98.12082646,0.607917162,0.005246618
0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,155.3,0.012085714,16.7703766,0.152501858,-0.431,30,30.41330907,108.2,60.87159423,0.52879427,0.003801133
0,9.9,0,1,0,0,0,0,0,0,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91,0,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.45,145.291,0.004119375,13.119641,0.085884148,-0.363316,30,NA,71.3,102.9737425,0.61215537,0.005417912
0,9.9,0,0,0,0,0,0,0,0,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.45,145.35,0.003389312,13.11865946,0.081644832,-0.34538,30,36.32252787,108,98.7121754,0.63474613,0.00542899
0,10,0,0,0,0,0,0,0,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.525,146.105,0.003131375,13.29682599,0.077670733,-0.37298,29.8,36.29691632,102.1,98.63612632,0.601919715,0.005310504
0,7.9,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61,146.66,0.002863946,13.42818697,0.074207121,-0.36783,29.8,35.85761873,109,97.6370955,0.608291002,0.005239968
0,10,0,0,0,0,0,0,0,0,17.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.325,146.465,0.003105619,13.39209164,0.077200999,-0.38324,29.5,36.07372909,108.4,97.90246642,0.59006707,0.00525142
0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,16,0,0,0,155.3,0.012085714,16.7703766,0.152501858,-0.4388,29.4,32.24085976,66.1,58.92859394,0.520959944,0.003798626
0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.88,146.376,0.00311255,13.36853986,0.077324286,-0.380704,29.3,36.12814922,107.7,98.08206251,0.592973601,0.005265923
